COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
2011-11-04	0	4.68	32	18
2011-11-05	0	4.67	30	17.5
2011-11-06	0	4.25	28	16.5
2011-11-07	0	4.2	27	13.5
2011-11-08	0	4.8	27.5	14
2011-11-09	0	4.27	29.5	13.5
2011-11-10	0	5	31	13.5
2011-11-11	0.2	6.9	31	15.5
2011-11-12	38.8	3.85	30	16
2011-11-13	7.8	3.08	23	16
2011-11-14	0	NULO	24.5	17
2011-11-15	0	2.66	26	15.5
2011-11-16	0	3.51	28	15.5
2011-11-17	0	2.98	30	15
2011-11-18	0	2.65	29	15
2011-11-19	0	3.75	30.5	15.5
2011-11-20	0	3.25	28	15
2011-11-21	0	2.3	25.5	17
2011-11-22	0	2.9	29	15
2011-11-23	24	3.32	29	14.5
2011-11-24	0	2.48	29	14
2011-11-25	0	2.9	24.5	15
2011-11-26	0	2.37	28.5	14.5
2011-11-27	0	2.73	30.5	14
2011-11-28	0	4.92	29	16
2011-11-29	0	4.53	28.5	13.5
2011-11-30	0	4.78	28.5	12.5
2011-12-01	2.8	4.02	28.5	12.5
2011-12-02	0	5.96	24	13
2011-12-03	0	1.12	22	15
2011-12-04	0	3.92	21	11
2011-12-05	0	3.7	23	8.5
2011-12-06	0	3.5	24	8.5
2011-12-07	0	3.7	24.5	8.5
2011-12-08	0	2.58	25	9.5
2011-12-09	0	2.56	24	9.5
2011-12-10	0	3.38	24	12
2011-12-11	0.01	2.43	25	12
2011-12-12	0.8	2.69	22.5	12
2011-12-13	0	1.96	NULO	15
2011-12-14	0	1.1	NULO	NULO
2011-12-15	0	2.08	NULO	NULO
2011-12-16	0	4.04	NULO	NULO
2011-12-17	0	2.48	NULO	NULO
2011-12-18	0	3.3	NULO	NULO
2011-12-19	0	1.02	NULO	NULO
2011-12-20	1	3.28	NULO	NULO
2011-12-21	0	3.02	NULO	NULO
2011-12-22	0	2.39	25.5	NULO
2011-12-23	0	1.94	19	8
2011-12-24	0	3.3	23.5	4.5
2011-12-25	0	3.35	24	3.5
2011-12-26	0	5.2	25	7
2011-12-27	0	4.21	27	7
2011-12-28	0	3.57	28	8.5
2011-12-29	0	4.72	27	9.5
2011-12-30	0	3.59	28.5	9.5
2011-12-31	0	5.04	31	9.5
2012-01-01	0	3.73	31	9
2012-01-02	0	5.31	33	10.5
2012-01-03	0	5.03	31.5	12
2012-01-04	0	4.18	31.5	13
2012-01-05	0	4.81	30.5	12.5
2012-01-06	0	4.91	27.5	12.5
2012-01-07	0	5.23	26.5	12.5
2012-01-08	0	4.77	24	11
2012-01-09	0	2.76	22	8
2012-01-10	0	3.54	24	9
2012-01-11	0	3.72	25.5	8.5
2012-01-12	0	4.04	26	8.5
2012-01-13	0	3.83	25.5	10.5
2012-01-14	0	3.01	25.5	10.5
2012-01-15	0	4.18	30	11
2012-01-16	0	4.17	29	13.5
2012-01-17	0	3.4	29	14
2012-01-18	0	3.59	30	12
2012-01-19	0	4.21	25.5	11.5
2012-01-20	0	3.8	26	10.5
2012-01-21	0	3.73	26.5	11.5
2012-01-22	0	2.87	25.5	11.5
2012-01-23	0	4.9	29	9.5
2012-01-24	0	3.8	24	10
2012-01-25	0	3.78	25.5	10
2012-01-26	0	3.72	31	9
2012-01-27	0	4.97	28	10.5
2012-01-28	0	4.83	28	11
2012-01-29	0	4.93	29.5	9.5
2012-01-30	0	4.72	28	12.5
2012-01-31	0	4.43	28	11.5
2012-02-01	0	4.95	30	11.5
2012-02-02	0	5.1	29.5	11
2012-02-03	0	4.02	25	11
2012-02-04	0	3.54	28.5	10
2012-02-05	0	5.1	28.5	10.5
2012-02-06	0	3.74	28.5	10.5
2012-02-07	10	4.77	29.5	10.5
2012-02-08	0	2.45	20	11.5
2012-02-09	0	3.95	25.5	13
2012-02-10	0	5.03	29.5	12
2012-02-11	0	4.72	29	12.5
2012-02-12	0	5.92	27	13
2012-02-13	0	3.06	26	12
2012-02-14	0	4.47	24	11.5
2012-02-15	0	4.03	24.5	11
2012-02-16	0	3.65	22	11.5
2012-02-17	0	3.9	22	11.5
2012-02-18	0	4.22	23	8.5
2012-02-19	0	4.95	22	8.5
2012-02-20	0	4.8	27	9
2012-02-21	0	5.81	29.5	8
2012-02-22	0	5.39	29	9
2012-02-23	0	5.23	26.5	11
2012-02-24	0	4.64	26	13.5
2012-02-25	0	5.5	31	14
2012-02-26	0	6.44	30.5	13
2012-02-27	0	5.16	29	13
2012-02-28	0	4.96	28	12
2012-02-29	0	5.82	29	13.5
2012-03-01	0	5.63	30	11
2012-03-02	0	6.93	29.5	10.5
2012-03-03	0	6.82	33	11
2012-03-04	0	7.46	33.5	11
2012-03-05	0	5.35	30	12
2012-03-06	0	5.24	32	12
2012-03-07	0	7.55	31	13
2012-03-08	0	6.54	28	10.5
2012-03-09	0	5.61	29	9.5
2012-03-10	0	6.97	30	9.5
2012-03-11	0	7.18	32	9
2012-03-12	0	8.03	32	11
2012-03-13	0	5.9	31.5	10.5
2012-03-14	0	7.12	32	11
2012-03-15	0	7.77	34.5	12
2012-03-16	0	8.36	35	13.5
2012-03-17	0	6.04	33.5	15
2012-03-18	0	6.38	26	15
2012-03-19	0	3.58	27	15
2012-03-20	0	7.45	25	10.5
2012-03-21	0	7.52	28	10.5
2012-03-22	0	6.57	30	10
2012-03-23	0	7.98	30.5	12.5
2012-03-24	0	9.6	32	12.5
2012-03-25	0	7.73	31.5	13
2012-03-26	0	7.45	29.5	12.5
2012-03-27	0	6.82	30.5	14
2012-03-28	0	8.02	32	13.5
2012-03-29	0	7.88	32.5	15
2012-03-30	0	7.28	33.5	15.5
2012-03-31	0	9.57	35	15.5
2012-04-01	0	8.05	32.5	14.5
2012-04-02	0	9.9	29.5	14
2012-04-03	0	9.3	29.5	11.5
2012-04-04	0	7.32	32	11.5
2012-04-05	0	8.68	32	12.5
2012-04-06	0	10.45	34	12
2012-04-07	0	9.1	33.5	12.5
2012-04-08	0	9.7	35	12.5
2012-04-09	0	9.55	34.5	16
2012-04-10	0	9.22	35.5	15.5
2012-04-11	0	6.56	31	15
2012-04-12	0	9.42	32	14
2012-04-13	0	9.98	30	13.5
2012-04-14	0	6.87	29.5	13
2012-04-15	0	7.86	29	13.5
2012-04-16	0	9.79	32	13
2012-04-17	0	9.7	34.5	13
2012-04-18	0	8.65	34.5	15.5
2012-04-19	0	9.7	34	15
2012-04-20	0	10.68	35.5	14.5
2012-04-21	0	8.87	36.5	15
2012-04-22	0	10.25	37.5	16.5
2012-04-23	0	10.71	39	16.5
2012-04-24	0	9.12	39	18.5
2012-04-25	0	9.72	36.5	18.5
2012-04-26	0	8.67	37	18
2012-04-27	0	8.87	35.5	19.5
2012-04-28	0	9.39	34	16
2012-04-29	0	6.97	34	16
2012-04-30	0	8.18	34.5	17.5
2012-05-01	0	7.75	35.5	17
2012-05-02	0	10	37	17
2012-05-03	0	9.61	38.5	17
2012-05-04	0	10.5	40	19
2012-05-05	0	8.64	38	18
2012-05-06	0	11.07	39	18.5
2012-05-07	0	11.51	38	20
2012-05-08	0	10.98	36	19
2012-05-09	0	11.63	33.5	16
2012-05-10	0	10.66	34.5	15
2012-05-11	0	9.8	36.5	17
2012-05-12	0	9.94	36	18.5
2012-05-13	0	12.41	40.5	19
2012-05-14	0	12.72	40.5	21
2012-05-15	0	10.8	40.5	20.5
2012-05-16	0	9.54	40	21.5
2012-05-17	0	9.93	39	22.5
2012-05-18	0	10.44	39	19.5
2012-05-19	0	10.56	38.5	18.5
2012-05-20	0	11.25	40	18
2012-05-21	0	10.17	39.5	19.5
2012-05-22	0	11.18	39.5	20.5
2012-05-23	0	10.08	39	22.5
2012-05-24	0	10.03	38	22
2012-05-25	0	9.78	37	20.5
2012-05-26	0	11.32	38	20
2012-05-27	0	11.4	37	19.5
2012-05-28	0	12.28	39.5	19.5
2012-05-29	0	11.93	40.5	20
2012-05-30	0	11.57	41.5	20
2012-05-31	0	11.02	40.5	18.5
2012-06-01	0	11.02	39	18.5
2012-06-02	0	10.53	38	20
2012-06-03	0	10.07	37	22
2012-06-04	0	9.5	37	23
2012-06-05	0	10.95	39	24
2012-06-06	0	11.45	39	22.5
2012-06-07	0	10.85	40	21.5
2012-06-08	0	11.35	39.5	22
2012-06-09	0	10.47	39.5	22
2012-06-10	0	10.51	40	24.5
2012-06-11	0	8.85	40.5	22
2012-06-12	0	10.5	40.5	23
2012-06-13	0	10.27	40.5	23
2012-06-14	0	10.65	40	23
2012-06-15	0	10.12	39	25.5
2012-06-16	0	11.45	40	25.5
2012-06-17	0	10.11	40.5	25.5
2012-06-18	0	12.06	40.5	25.5
2012-06-19	0	11.88	41	25.5
2012-06-20	0.4	11.52	40	25.5
2012-06-21	0	9.9	39	27
2012-06-22	0.6	8.35	39	26.5
2012-06-23	0.8	8.86	37	26.5
2012-06-24	0	7.04	37.5	25.5
2012-06-25	0	10.2	38	25
2012-06-26	0.01	9.08	40	25.5
2012-06-27	0	11.04	40.5	27
2012-06-28	0	9.5	38	28
2012-06-29	0	8.4	39.5	27.5
2012-06-30	0	10.88	41	25.5
2012-07-01	13.6	13	39.5	26
2012-07-02	1.2	5.25	34	23
2012-07-03	21.3	7.2	35	23.5
2012-07-04	2.2	5.1	36	23.5
2012-07-05	0	7.15	37	24
2012-07-06	1	9.25	39.5	24.5
2012-07-07	7	6.75	36.5	23.5
2012-07-08	0.8	11.45	39.5	23.5
2012-07-09	0	10.2	41.5	23.5
2012-07-10	0	9.7	41	26
2012-07-11	0	9.65	38.5	25
2012-07-12	7.8	7.35	37	25
2012-07-13	65.8	NULO	36	24.5
2012-07-14	0.8	6.88	34	23
2012-07-15	6	7.32	36	23
2012-07-16	0	7.14	34.5	24.5
2012-07-17	10.6	5.26	36.5	24.5
2012-07-18	1.6	3.65	33.5	23.5
2012-07-19	5.8	9.53	35.5	23
2012-07-20	1	4.17	32	23.5
2012-07-21	0.6	6.55	37	24.5
2012-07-22	0	7.65	37.5	24.5
2012-07-23	2.2	6.7	37.5	25
2012-07-24	0	7.5	36	23.5
2012-07-25	47.8	9.8	36	24
2012-07-26	4.6	4.6	30	22
2012-07-27	0.01	3.08	33	22.5
2012-07-28	0.01	5.77	34	25.5
2012-07-29	0	4.1	33.5	24.5
2012-07-30	0	7.2	37.5	24
2012-07-31	0	8.8	37	25
2012-08-01	1.6	8.8	38	25
2012-08-02	0	6.9	37.5	25.5
2012-08-03	6.4	7.78	38	25.5
2012-08-04	0.01	7.92	37.5	25.5
2012-08-05	4	8.3	37	24
2012-08-06	0.01	5.84	37	24.5
2012-08-07	1.8	5.71	37	24.5
2012-08-08	8.6	7.05	36.5	24.5
2012-08-09	0	4.75	38.5	24.5
2012-08-10	0	5.57	38	22.5
2012-08-11	0	7.13	41.5	24
2012-08-12	0	8.3	41.5	26
2012-08-13	7.6	6.8	40.5	27
2012-08-14	20.6	6.58	36.5	27.5
2012-08-15	2	3.62	32	23.5
2012-08-16	1.8	3.67	32.5	23
2012-08-17	0	2.74	32	24.5
2012-08-18	36.4	4.06	35	24.5
2012-08-19	0.4	5.8	35	25
2012-08-20	0	6.5	34.5	23.5
2012-08-21	0	7.4	34	24
2012-08-22	0	5.1	34.5	25
2012-08-23	0	6.1	35	25
2012-08-24	1	6.44	36	25
2012-08-25	0	6.01	36	25
2012-08-26	1	5.13	34.5	23
2012-08-27	37.6	5.72	35	23
2012-08-28	0	5.15	35	24
2012-08-29	0	6.75	34	22
2012-08-30	0	4.25	34.5	24
2012-08-31	0	6.55	35.5	24.5
2012-09-01	24.4	10.55	36.5	25
2012-09-02	11.8	7.6	35	22
2012-09-03	16.8	4.5	34	22
2012-09-04	1.1	2.35	32	22.5
2012-09-05	0.4	4.35	32	23
2012-09-06	0	4.08	33	24
2012-09-07	0	5.74	35	24
2012-09-08	2.2	3.2	34.5	25
2012-09-09	15.4	9.93	34.5	25.5
2012-09-10	0	5.05	34	23
2012-09-11	0.01	4.9	34	23
2012-09-12	0	5.05	35	24
2012-09-13	2	4.5	35	24
2012-09-14	0.01	3.15	34	25
2012-09-15	3.2	2.4	30	23.5
2012-09-16	0	5.1	33	21
2012-09-17	0	4.95	34.5	22
2012-09-18	0	3.34	35	23.5
2012-09-19	0	5.9	37.5	23.5
2012-09-20	0	5.75	37	24
2012-09-21	0	6.02	35.5	25
2012-09-22	0	5.6	37.5	24.5
2012-09-23	0	6	37	24
2012-09-24	0	6.61	37	24.5
2012-09-25	0	5.74	36	23.5
2012-09-26	0	3.02	31	23.5
2012-09-27	12.4	1.07	29	25
2012-09-28	2	3.68	27	22.5
2012-09-29	0	2.52	32	22.5
2012-09-30	0	4.8	36	22.5
2012-10-01	0	4.8	37	23
2012-10-02	0	6.26	38	24
2012-10-03	0	7.36	36.5	22.5
2012-10-04	0	5.43	37	22.5
2012-10-05	0	4.85	36	22.5
2012-10-06	0	5.75	36.5	23
2012-10-07	0	5.35	37	21.5
2012-10-08	0	6.1	36	22.5
2012-10-09	0	5.7	36	20
2012-10-10	0	4.85	34	20
2012-10-11	0	6.25	36	20.5
2012-10-12	0	4.5	35	21
2012-10-13	0	5.5	36	20.5
2012-10-14	0	5.87	32	18.5
2012-10-15	3	4.93	27	18.5
2012-10-16	0.8	0.95	25	20.5
2012-10-17	1.8	0.48	26.5	20.5
2012-10-18	0	2.27	33	21
2012-10-19	0	4.04	35	20.5
2012-10-20	0	5.13	34.5	20
2012-10-21	0	5.59	34.5	20.5
2012-10-22	0	4.52	35	20
2012-10-23	0	5.32	35	19
2012-10-24	0	5.2	34.5	19
2012-10-25	0	5.3	35	18.5
2012-10-26	0	4.62	34.5	19
2012-10-27	0	4.7	35	18.5
2012-10-28	0	4.9	33.5	18.5
2012-10-29	0	5.05	34	19.5
2012-10-30	0	5.55	34	19
2012-10-31	0	4.95	33.5	19.5
2012-11-01	0	5.05	34.5	19.5
2012-11-02	0	5.5	33	19.5
2012-11-03	0	5.15	33	19
2012-11-04	0	5.75	33.5	19
2012-11-05	0	5.15	34.5	19
2012-11-06	0	5.67	35	18.5
2012-11-07	0	5.88	35.5	19.5
2012-11-08	0	6.05	34	19
2012-11-09	0	6.1	34	20.5
2012-11-10	0	4.95	30	20
2012-11-11	0	4.5	29	14.5
2012-11-12	0	4.1	29.5	14.5
2012-11-13	0	4.7	32	15.5
2012-11-14	0	5.75	32	17
2012-11-15	0	3.65	30	17
2012-11-16	0	6.3	33.5	17
2012-11-17	0	4.3	32	19.5
2012-11-18	0	4.6	27	19.5
2012-11-19	0	3.08	28	18.5
2012-11-20	0	3.07	29	18.5
2012-11-21	0	2.8	29.5	18
2012-11-22	0	3.58	30	16
2012-11-23	0	4.27	32	16
2012-11-24	0	4.05	32	16
2012-11-25	0	3.85	31.5	16.5
2012-11-26	0	4.8	31	16.5
2012-11-27	0	4.25	29	16.5
2012-11-28	0	3.95	29	16.5
2012-11-29	0	4.05	28	15.5
2012-11-30	0	3.15	31	15
2012-12-01	0	4.25	30.5	15.5
2012-12-02	0	4.1	29.5	16
2012-12-03	0	4	30	16
2012-12-04	0	3.8	32	15.5
2012-12-05	0	4.7	32	15
2012-12-06	0	3.05	29.5	15
2012-12-07	0	4.75	28	15
2012-12-08	0	2.9	27	15
2012-12-09	0	2.1	26	15
2012-12-10	0	2.75	26	14
2012-12-11	0	3	25.5	13
2012-12-12	2.4	2.55	26.5	12.5
2012-12-13	2	3.35	25.5	12
2012-12-14	0	2.2	21	13.5
2012-12-15	0	2.35	20.5	14
2012-12-16	0	1.15	24	12
2012-12-17	0	4.05	26.5	11.5
2012-12-18	0	2.75	26	11.5
2012-12-19	0	3.08	26.5	12.5
2012-12-20	0	2.57	25	11.5
2012-12-21	0	3.25	26.5	14
2012-12-22	0	3	26.5	14.5
2012-12-23	0	3.1	25	14.5
2012-12-24	0	2.85	26	12.5
2012-12-25	0	2.25	26.5	11
2012-12-26	0	3	24	11
2012-12-27	0	3.4	24	10.5
2012-12-28	0	3.05	24	12
2012-12-29	1.8	2.85	24.5	12.5
2012-12-30	0	4.1	18	11
2012-12-31	0	1.05	23	11.5
2013-01-01	0	2.2	22.5	11
2013-01-02	0	3.9	24.5	9.5
2013-01-03	0	2.85	21	10
2013-01-04	0	3.05	23.5	9.5
2013-01-05	0	2.75	26	9
2013-01-06	1.6	3.75	27.5	10.5
2013-01-07	0	4.95	23.5	11.5
2013-01-08	0	2.7	20	10.5
2013-01-09	0	1.65	23.5	9
2013-01-10	0	3.4	26	9
2013-01-11	0	2.6	20	10
2013-01-12	0	1.25	19	7.5
2013-01-13	0	3.7	18	6
2013-01-14	0	3.2	19	5
2013-01-15	0	4.85	19	4.5
2013-01-16	0	2.35	25	4.5
2013-01-17	0	4.8	30	5
2013-01-18	0	4.05	29.5	9
2013-01-19	0	5.1	30.5	11.5
2013-01-20	0	4.25	30.5	13
2013-01-21	0	4.85	28	12
2013-01-22	0	5.45	30.5	12.5
2013-01-23	0	4.1	31.5	13.5
2013-01-24	0	4.9	29.5	14
2013-01-25	0.01	4.85	31.5	14.5
2013-01-26	0	2.75	28.5	16.5
2013-01-27	0	4	28	15.5
2013-01-28	0	2.75	23	13
2013-01-29	0	5.4	21	12.5
2013-01-30	0	2.55	24	9
2013-01-31	0	4.25	26	8.5
2013-02-01	0	5.15	28	10
2013-02-02	0	5.2	31.5	10
2013-02-03	0	3.9	26.5	13
2013-02-04	0	3.9	27.5	12.5
2013-02-05	0	3.95	27	13.5
2013-02-06	0	4.05	26.5	12
2013-02-07	0	5.05	28.5	11
2013-02-08	0	4	25.5	10.5
2013-02-09	0	4.9	24	11
2013-02-10	0	4.8	22.5	9
2013-02-11	0	4.1	22.5	9.5
2013-02-12	0	2.7	22	9
2013-02-13	0	5.9	23	7
2013-02-14	0	5.3	25.5	6.5
2013-02-15	0	4.6	27.5	8
2013-02-16	0	4.8	31	10.5
2013-02-17	0	6.2	29	11.5
2013-02-18	0	6.4	29.5	11.5
2013-02-19	0	4.5	25.5	11
2013-02-20	0	4.4	22	10
2013-02-21	0	4.25	22.5	9
2013-02-22	0	3.9	24	6.5
2013-02-23	0	4.18	22	6
2013-02-24	0	4.92	23	7
2013-02-25	0	5.7	23	8
2013-02-26	0	6.75	24	8.5
2013-02-27	0	5	28	9.5
2013-02-28	0	6.35	28	9
2013-03-01	0	NULO	33	10
2013-03-02	0	NULO	35	12.5
2013-03-03	0	NULO	34.5	12.5
2013-03-04	0	NULO	33	11
2013-03-05	0	NULO	32	10.5
2013-03-06	0	NULO	31.5	14
2013-03-07	0	NULO	29	14
2013-03-08	0	NULO	27	14.5
2013-03-09	0	NULO	24	12.5
2013-03-10	0	NULO	25	9
2013-03-11	0	NULO	30.5	8.5
2013-03-12	0	NULO	33	9.5
2013-03-13	0	NULO	36	11
2013-03-14	0	NULO	36	12.5
2013-03-15	0	NULO	34	14
2013-03-16	0	NULO	34	14.5
2013-03-17	0	NULO	34	14.5
2013-03-18	0	NULO	32	14.5
2013-03-19	0	NULO	33.5	14
2013-03-20	0	NULO	34.5	12.5
2013-03-21	0	NULO	35	13.5
2013-03-22	0	NULO	33	13.5
2013-03-23	0	NULO	32	13.5
2013-03-24	0	NULO	34.5	14.5
2013-03-25	0	NULO	33	12.5
2013-03-26	0	NULO	34	13.5
2013-03-27	0	NULO	34	14.5
2013-03-28	0	NULO	34.5	16
2013-03-29	0	NULO	34	16
2013-03-30	0	NULO	34.5	15.5
2013-03-31	0	NULO	35	16
2013-04-01	0	8	35.5	16.5
2013-04-02	0	7.9	33	15
2013-04-03	0	9.35	33	13.5
2013-04-04	0	7.9	35	13.5
2013-04-05	0	8.35	35	15
2013-04-06	0	9.9	34.5	15.5
2013-04-07	0	7.9	35	14.5
2013-04-08	0	8.65	33	14.5
2013-04-09	0	9	29	15.5
2013-04-10	0	7.95	28	12.5
2013-04-11	0	8.1	32	12
2013-04-12	0	6.85	32.5	13
2013-04-13	0	9.1	30	13.5
2013-04-14	0	8.05	32	13.5
2013-04-15	0	6.35	32.5	14
2013-04-16	0	8.6	32	14
2013-04-17	0	7.2	30	14
2013-04-18	0	6.18	31.5	14
2013-04-19	0	8.02	35.5	14
2013-04-20	0	10.65	34.5	14
2013-04-21	0	10.05	35	14.5
2013-04-22	0	7.75	35	15
2013-04-23	0	10.05	34.5	14
2013-04-24	0	10.2	35	14
2013-04-25	0	7.3	35.5	15
2013-04-26	0	9.2	36	15.5
2013-04-27	0	10.4	36	15
2013-04-28	0	10.25	36.5	15
2013-04-29	0	10.5	36	15
2013-04-30	0	9.95	35.5	16.5
2013-05-01	0	9.34	34.5	17
2013-05-02	0	10.26	39	17
2013-05-03	0	10.8	38	17.5
2013-05-04	0	9.5	36	19
2013-05-05	0	9.55	35.5	19
2013-05-06	0	10.6	37	18
2013-05-07	0	10.55	36	18
2013-05-08	0	11.1	34	20
2013-05-09	0	8.4	34.5	18
2013-05-10	0	8.75	35	16.5
2013-05-11	0	8.05	34.5	18
2013-05-12	0	9.1	32.5	16
2013-05-13	0	8.7	36	18
2013-05-14	0	8.4	36	19.5
2013-05-15	0	10.65	37	18
2013-05-16	0	8.3	37	18
2013-05-17	0	10.35	34.5	19
2013-05-18	0	10.9	37.5	16.5
2013-05-19	0	8.6	38.5	16.5
2013-05-20	0	10.75	37.5	17.5
2013-05-21	0	9.45	37.5	18
2013-05-22	0	9.1	37.5	18.5
2013-05-23	0	10.5	37	18
2013-05-24	0	9.67	36.5	19
2013-05-25	0	9.53	37	20
2013-05-26	0	8.25	39.5	19.5
2013-05-27	0	9.8	39	19.5
2013-05-28	0	9.75	38.5	20
2013-05-29	0	9.45	38	19
2013-05-30	0	10.25	37.5	18.5
2013-05-31	0	10.15	38.5	18.5
2013-06-01	0	10.12	40	19.5
2013-06-02	0	10.18	39.5	21
2013-06-03	0	9.3	39.5	21
2013-06-04	0	9.1	40	22
2013-06-05	0	11.1	40.5	21
2013-06-06	0	11.4	37.5	21
2013-06-07	0	9	38	22
2013-06-08	0	10.5	37	22
2013-06-09	0	8	37	24.5
2013-06-10	0.01	8.9	38.5	24.5
2013-06-11	0	9.4	40	24.5
2013-06-12	0	10.38	39	25
2013-06-13	0	11.5	39	25
2013-06-14	0	11.4	39.5	25
2013-06-15	0	11.85	41	25
2013-06-16	0	11.05	41.5	24.5
2013-06-17	0	10.7	40.5	25
2013-06-18	0	11.3	41.5	25
2013-06-19	0	11.9	41.5	24.5
2013-06-20	0	11.15	41	25
2013-06-21	0	10.6	41	26
2013-06-22	0	10.65	41	26
2013-06-23	0	12.6	41	26
2013-06-24	0	9.44	40.5	26
2013-06-25	20.6	12.46	40.5	26.5
2013-06-26	5	9.9	37	25
2013-06-27	0	11.1	35	22
2013-06-28	0	9.55	39.5	24
2013-06-29	0	10.06	41	25
2013-06-30	0	10	40	26
2013-07-01	21.8	10.3	39.5	26
2013-07-02	4	9.05	41	26.5
2013-07-03	0	10.4	39.5	21
2013-07-04	0	7.55	37.5	21.5
2013-07-05	0	8.55	39	24
2013-07-06	0	9.1	40.5	26
2013-07-07	0.8	9.3	39	26.5
2013-07-08	46	10.5	35	27
2013-07-09	0.01	8.8	34.5	25
2013-07-10	0	NULO	36	22
2013-07-11	1.4	6.05	38	23
2013-07-12	0	8.2	37.5	24.5
2013-07-13	0	5.75	36.5	23.5
2013-07-14	0	8.4	36.5	24
2013-07-15	38	7.6	37.5	25.5
2013-07-16	37.2	8.18	37.5	26.5
2013-07-17	35.4	10.12	35	23.5
2013-07-18	5.6	7.15	27.5	23
2013-07-19	1.8	4.65	31	22.5
2013-07-20	0	5.5	33	23.5
2013-07-21	0	6.65	35	23
2013-07-22	0	6.7	36	24.5
2013-07-23	0	7.05	37	24
2013-07-24	0	6.65	36	24.5
2013-07-25	0	6.45	38.5	25.5
2013-07-26	0.6	6.75	37.5	24.5
2013-07-27	0	7.8	40	24.5
2013-07-28	0	6.07	38.5	27
2013-07-29	0	8.23	35.5	23
2013-07-30	0	7	38.5	24.5
2013-07-31	0	7.75	39	25.5
2013-08-01	0	6.9	37.5	25.5
2013-08-02	0	6.86	38	26
2013-08-03	10.8	7.5	39.5	26.5
2013-08-04	13.2	9.7	36	23.5
2013-08-05	0	8.35	36	23.5
2013-08-06	0	7.2	37.5	23.5
2013-08-07	0	8.3	38.5	25
2013-08-08	0	7.25	40	25.5
2013-08-09	0	8.15	39	25.5
2013-08-10	0	9.1	38	26
2013-08-11	0	7	41	26
2013-08-12	2.2	8.7	38	26
2013-08-13	0.4	4.8	36	24
2013-08-14	0	6.7	38.5	24.5
2013-08-15	0.6	8.2	39	25
2013-08-16	0	6.35	39.5	25
2013-08-17	0	9	40.5	25.5
2013-08-18	1.6	7.95	40.5	26.5
2013-08-19	0	6.9	40	26.5
2013-08-20	0	8.3	38.5	26.5
2013-08-21	7.4	7.8	39	26.5
2013-08-22	5.8	6.55	37	21
2013-08-23	3	8.25	34.5	22.5
2013-08-24	0	5.6	32	23
2013-08-25	1.8	4.55	34	24
2013-08-26	0	6.2	37	24.5
2013-08-27	39	6.2	38	24.5
2013-08-28	12.8	7.3	34	21.5
2013-08-29	0.01	3.95	32.5	23
2013-08-30	1.2	3.6	33.5	23.5
2013-08-31	0	3.65	34	23.5
2013-09-01	0	5.5	34.5	23
2013-09-02	33.4	6.7	35	24
2013-09-03	0.01	6.25	36	24.5
2013-09-04	6.4	8.8	34	21
2013-09-05	0.4	4.65	35	24
2013-09-06	0.01	5.35	31	23.5
2013-09-07	17	1.1	31.5	23.5
2013-09-08	18.6	3.65	32	25
2013-09-09	9.4	3.4	32	22.5
2013-09-10	0	5.4	29	23.5
2013-09-11	0	4.15	32	23.5
2013-09-12	0	4.2	35	23
2013-09-13	0	5.8	37	24
2013-09-14	0	5.45	37	25
2013-09-15	0	5.15	39	25.5
2013-09-16	0	7	39	25
2013-09-17	37.8	7.1	37	26
2013-09-18	0.01	6.3	35	25
2013-09-19	0	8.1	33.5	23.5
2013-09-20	0	3.3	33	23.5
2013-09-21	0	5.3	34.5	24
2013-09-22	0	4.35	34	23.5
2013-09-23	0	4.65	34	24.5
2013-09-24	0	5.1	35	24.5
2013-09-25	0	5.9	36	24
2013-09-26	0	5.3	35	24
2013-09-27	0	4.5	32.5	21.5
2013-09-28	0	4.05	34	20
2013-09-29	0	5.7	34.5	20
2013-09-30	0	5.75	36	20
2013-10-01	0	5.65	35	21.5
2013-10-02	0	7.4	35.5	21.5
2013-10-03	0	4.75	36	21
2013-10-04	0	4.05	35	21.5
2013-10-05	0	4.1	34	22.5
2013-10-06	0	5.3	36.5	22
2013-10-07	0	6	36.5	21.5
2013-10-08	0	5.7	35	21.5
2013-10-09	0	5.6	35	21.5
2013-10-10	0	4.5	34.5	22
2013-10-11	0	4.35	34	20
2013-10-12	0.01	6.35	34	19.5
2013-10-13	26.8	3	29	19.5
2013-10-14	17.4	NULO	24	23
2013-10-15	0	2.2	26.5	20
2013-10-16	0	4.05	30.5	21
2013-10-17	0	5	30	20.5
2013-10-18	0	4.9	30.5	19
